depth,probe,ctx_tokens,fill,gold,pred,correct,parsed,response_chars,system_share,system_tokens,system_enrichment,mean_entropy,has_answer,has_supporting,n_symptoms,grounded_fraction,fully_compliant,response
0,0,208,0.0508,C,C,True,True,419,0.20829981492516936,48,0.9026325313424005,0.4463157468796326,True,True,2,1.0,True,"ANSWER: C
SUPPORTING: nasal congestion; cough
List at least two findings from the patient's description that support your answer.
1. The patient reports nasal congestion, which is a common symptom of allergic sinusitis.
2. The presence of a cough further supports the diagnosis of allergic sinusitis, as this symptom can be associated with postnasal drip, a common consequence of nasal congestion in allergic reactions."
0,1,313,0.0764,E,E,True,True,110,0.19813847063126389,48,1.2920279439080333,0.3212415612145004,False,True,2,0.0,False,"E) Bronchospasm / acute asthma exacerbation
Supporting: wheezing sound when exhaling; family history of asthma"
0,2,438,0.1069,A,B,False,True,614,0.18905668301277778,48,1.7251422324915973,0.7739605554359098,True,True,2,0.5,True,"ANSWER: B
SUPPORTING: significantly increased sweating; pain related to the reason for consulting
List at least two findings from the patient's description that support your answer.
1. The significantly increased sweating suggests a possible autonomic nervous system involvement, which could be consistent with a spontaneous pneumothorax, especially considering the patient's age and the sudden onset of symptoms.
2. The presence of pain related to the reason for consulting supports the diagnosis of pneumothorax, as it can cause chest pain and shortness of breath, which are symptoms the patient is experiencing."
0,3,375,0.0916,A,B,False,True,349,0.19096923973386737,48,1.4919471854208388,0.35386540801875743,True,True,2,1.0,True,"ANSWER: B
SUPPORTING: loss of appetite; involuntary weight loss
List at least two findings from the patient's description that support your answer.
1. The patient reports a significant loss of appetite, which is a common symptom of anemia.
2. The patient has experienced involuntary weight loss over the last 3 months, another key symptom of anemia."
0,4,362,0.0884,A,E,False,True,636,0.18882098046461238,48,1.424024894337285,0.6621351560647373,True,True,2,0.5,True,"ANSWER: E
SUPPORTING: pain improves when leaning forward; difficulty swallowing
List at least two findings from the patient's description that support your answer.
1. The patient reports that her pain improves when she leans forward, which is a classic symptom of acute laryngitis as it suggests irritation or inflammation of the larynx, potentially due to vocal strain or an upper respiratory infection.
2. The patient also mentions difficulty swallowing, a symptom that can be associated with inflammation of the larynx, which is consistent with acute laryngitis. This symptom arises because the inflamed larynx can interfere with the"
0,5,387,0.0945,D,D,True,True,414,0.18735539324558204,48,1.5105528580425052,0.357342378853345,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: shortness of breath; swelling in the calf(R)
List at least two findings from the patient's description that support your answer.
1. The patient reports significant shortness of breath, which is a key symptom of pulmonary embolism.
2. The presence of swelling in the calf(R) supports the diagnosis of a possible deep vein thrombosis (DVT), which is a common complication of pulmonary embolism."
0,6,323,0.0789,D,D,True,True,444,0.19373786131612292,48,1.3036943584397438,0.3486422171030276,True,True,2,1.0,True,"ANSWER: D
SUPPORTING: sore throat; nasal congestion or a clear runny nose
List at least two findings from the patient's description that support your answer.
1. The patient reports a sore throat, which is a common symptom of a URTI (Upper Respiratory Tract Infection).
2. The patient also has nasal congestion and a clear runny nose, which are supportive symptoms of a URTI, particularly one caused by a viral infection such as the common cold."
0,7,419,0.1023,E,D,False,True,553,0.18199219512352016,48,1.588640203265728,0.5970802533740784,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: pain located in the side of the chest (R); shortness of breath
List at least two findings from the patient's description that support your answer.
1. The patient describes pain located in the side of the chest (R), which is a classic symptom of angina, especially when considering the context of exertion-related pain and its alleviation with rest.
2. The presence of shortness of breath significantly supports the diagnosis of angina, as it is a common symptom associated with ischemic heart disease, which includes stable angina."
0,8,300,0.0732,D,D,True,True,601,0.1983384606117511,48,1.2396153788234443,0.623945364773014,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: pain in ear(R); nasal congestion
List at least two findings from the patient's description that support your answer.
The patient reports pain specifically in the right ear (ear(R)), which is a key symptom of acute otitis media, an infection of the middle ear. Additionally, the presence of nasal congestion supports the diagnosis of an upper respiratory tract infection, which can often accompany acute otitis media. These symptoms, especially when coupled with irritability and a recent onset of fever, align more closely with acute otitis media than the other options provided."
0,9,696,0.1699,D,C,False,True,661,0.1719647200187282,48,2.493488440271559,0.9883567593194815,True,True,1,0.0,False,"ANSWER: C
SUPPORTING: The patient's description of diffuse muscle pain and shortness of breath suggests a systemic inflammatory process. The presence of a fever and cough with colored sputum supports the possibility of an infectious cause, such as bacterial pneumonia. Additionally, the patient's history of COPD increases the risk of developing a lower respiratory tract infection. The widespread muscle pain and shortness of breath are key symptoms that align with the diagnosis of Pericarditis, which typically presents with chest pain that may radiate to the back and shoulder, along with symptoms of heart failure such as shortness of breath. The patient's"
0,10,346,0.0845,B,B,True,True,515,0.18922974062179776,48,1.3640310469821257,0.5476134206416301,True,True,2,0.5,True,"ANSWER: B
SUPPORTING: pain improves when leaning forward; fever
List at least two findings from the patient's description that support your answer.
1. The patient reports that leaning forward improves his pain, which is a classic symptom of epiglottitis as it can alleviate the obstruction of the airway caused by swelling around the epiglottis.
2. The presence of a fever supports the diagnosis of epiglottitis, as this is a common systemic reaction to the infection and inflammation associated with the condition."
0,11,320,0.0781,B,D,False,True,617,0.1961065079459985,48,1.30737671963999,0.6826450307899439,True,True,2,1.0,True,"ANSWER: D
SUPPORTING: coughing up blood; pain
List at least two findings from the patient's description that support your answer.
1. Coughing up blood is a classic symptom of epiglottitis, which is an acute, life-threatening condition primarily affecting children but can occur in adults, especially those with compromised immune systems.
2. The presence of pain, described as sensitive and burning, especially when associated with swallowing or breathing, can be indicative of an inflammatory process affecting the upper airway, such as epiglottitis. This pain is often exacerbated by attempting to swallow or speak."
0,12,344,0.084,E,E,True,True,544,0.19069600712292356,48,1.3666547177142856,0.5860130354972697,False,True,2,0.0,False,"E) Myocarditis

SUPPORTING: pain located in the lower chest (R) and side of the chest, intensity of pain is 8; symptoms increased with physical exertion but alleviated with rest

List at least two findings from the patient's description that support your answer.
1. Pain located in the lower chest (R) and side of the chest, which is a common location for myocardial pain, especially in young patients.
2. Symptoms increased with physical exertion but alleviated with rest, which is indicative of myocardial ischemia, a hallmark of myocarditis."
0,13,386,0.0942,E,C,False,True,102,0.1858025422817171,48,1.4941621108488083,0.3019475446524464,True,True,2,0.0,True,"ANSWER: C
SUPPORTING: swelling in one or more areas (calf(R)); pain increased when breathing in deeply"
