depth,probe,ctx_tokens,fill,gold,pred,correct,parsed,response_chars,system_share,system_tokens,system_enrichment,mean_entropy,has_answer,has_supporting,n_symptoms,grounded_fraction,fully_compliant,response,recovery_arm,close_window,closed_share
0,0,333,0.0813,B,C,False,True,564,0.1934510200218824,48.0,1.3420664514018092,0.6610608414303307,True,True,8,0.25,True,"ANSWER: C
SUPPORTING: pain located precisely in 3; radiates to back of head, forehead, nose, temple(R); loss of sense of smell; cough; history of asthma; has polyps in nose; deviated nasal septum; travel history negative

The patient's description of the precise location of the pain (3) and its radiation to specific areas such as the back of the head, forehead, nose, and temple on the right side, along with the loss of sense of smell and the presence of a cough, are indicative of a condition that typically presents with such symptoms. These findings are more",,,
0,1,332,0.0811,C,B,False,True,190,0.19267381726172061,48.0,1.3326605693935676,0.3481252200989123,True,True,2,0.5,True,"ANSWER: B
SUPPORTING: symptoms that are increased with physical exertion but alleviated with rest; pain characterized as a ""knife stroke"" in the side of the chest (R) with an intensity of 7.",,,
42,0,3542,0.8647,B,B,True,True,1,0.019657842064317754,48.0,1.4505849289961141,1.074382308870554,False,False,0,0.0,False,B,,,
42,1,3541,0.8645,C,B,False,True,1,0.017134806447489437,48.0,1.2640489506366686,0.7704881802201271,False,False,0,0.0,False,B,,,
42,0,3542,0.8647,B,B,True,True,25,,,,0.320690742599254,False,False,0,0.0,False,B) Chronic rhinosinusitis,fa_close,all,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,0.9429238215088844,False,False,0,0.0,False,B,fa_matched,all,0.003966147858090269
42,0,3542,0.8647,B,C,False,True,632,,,,0.7925863836018827,False,False,0,0.0,False,"C) Cluster headache

List at least two findings from the patient's description that support your answer:
- Characterize your pain: sharp, which is a typical descriptor for cluster headache pain.
- Does the pain radiate to another location: back of head, forehead, nose, temple(R), indicating a possible cluster headache as this type of headache often presents with pain localized around one eye and may radiate to nearby areas.

Cluster headaches are known for their severe, sharp pain often felt around one eye, and they can cause nasal congestion and tearing. The patient's history of asthma and use of bronchodilators, as well as",fq_close,all,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,1.1496556848287582,False,False,0,0.0,False,B,rand1_close,all,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,0.813312865793705,False,False,0,0.0,False,B,fa_close_prefill,prefill,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,1.1133061945438385,False,False,0,0.0,False,B,fa_close_decode,decode,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,1.1466658040881157,False,False,0,0.0,False,B,rand1_close_prefill,prefill,0.0
42,0,3542,0.8647,B,B,True,True,1,,,,1.075798962265253,False,False,0,0.0,False,B,rand1_close_decode,decode,0.0
42,1,3541,0.8645,C,E,False,True,26,,,,0.2681345265312075,False,False,0,0.0,False,E) Possible NSTEMI / STEMI,fa_close,all,0.0
42,1,3541,0.8645,C,E,False,True,1,,,,0.7649373337626457,False,False,0,0.0,False,E,fa_matched,all,0.004034736174587813
42,1,3541,0.8645,C,B,False,True,1,,,,1.6101222038269043,False,False,0,0.0,False,B,fq_close,all,0.0
42,1,3541,0.8645,C,B,False,True,1,,,,0.829452995210886,False,False,0,0.0,False,B,rand1_close,all,0.0
42,1,3541,0.8645,C,E,False,True,1,,,,0.7048585265874863,False,False,0,0.0,False,E,fa_close_prefill,prefill,0.0
42,1,3541,0.8645,C,B,False,True,1,,,,0.7681234776973724,False,False,0,0.0,False,B,fa_close_decode,decode,0.0
42,1,3541,0.8645,C,B,False,True,1,,,,0.8307605162262917,False,False,0,0.0,False,B,rand1_close_prefill,prefill,0.0
42,1,3541,0.8645,C,B,False,True,1,,,,0.7706746980547905,False,False,0,0.0,False,B,rand1_close_decode,decode,0.0
