condition,x_now,y_later,t_delay,repeat_idx,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,steering_layer,signed_strength,steering_applied,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path
steer_long_term_plus512,100,100,1 hour,1,What would you prefer 100$ now or 100$ in 1 hour? Answer in just a few words.,"Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom","Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,8 hours,1,What would you prefer 100$ now or 100$ in 8 hours? Answer in just a few words.,"Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom","Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom, time, wisdom, wisdom, wisdom",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,tomorrow,1,What would you prefer 100$ now or 100$ tomorrow? Answer in just a few words.,Patience.,Patience.,False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,week,1,What would you prefer 100$ now or 100$ in week? Answer in just a few words.,"Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom","Patience, time, wisdom, wisdom, wisdom, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,month,1,What would you prefer 100$ now or 100$ in month? Answer in just a few words.,"Patance, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom","Patance, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, wisdom, time, wisdom",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,year,1,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,"Pat, time, patience, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom,","Pat, time, patience, wisdom, wisdom, time, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom,",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,2 years,1,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,"Patance, time, patience, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time","Patance, time, patience, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,3 years,1,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,"Patance, time, patience, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time","Patance, time, patience, wisdom, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time, wisdom, time",False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,5 years,1,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,,,False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus512,100,100,10 years,1,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,,,False,unparsed,40,512.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
