dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,0,"When the system fails, the first priority becomes", (A) containing the spreading damage before it escalates, (B) redesigning the architecture to prevent recurrence,"When the system fails, the first priority becomes
Options:
  containing the spreading damage before it escalates
  redesigning the architecture to prevent recurrence
  Answer:
",computed_now,,"When the system fails, the first priority becomes:

**containing the spreading damage before it escalates**

This is the correct answer because, in the event of",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-36.43836975097656,-4.048707962036133,9,-43.21969223022461,-5.402461528778076,8,-6.781322479248047,-1.3537535667419434,0.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,1,The hospital administrator directs resources toward, (B) stabilizing patients in critical condition, (A) training staff and upgrading medical equipment,"The hospital administrator directs resources toward
Options:
  training staff and upgrading medical equipment
  stabilizing patients in critical condition
  Answer:
",computed_now,,"The hospital administrator directs resources toward **stabilizing patients in critical condition**.

**Answer:** stabilizing patients in critical condition.",B,choose_immediate,literal_exact_stripped,False,0.0,3505.0,-44.445316314697266,-6.349331378936768,7,-44.22266387939453,-7.370444297790527,6,0.22265243530273438,-1.0211129188537598,0.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,2,"After the data breach, the security team focuses on", (A) isolating compromised systems and revoking access, (B) implementing zero-trust architecture across networks,"After the data breach, the security team focuses on
Options:
  isolating compromised systems and revoking access
  implementing zero-trust architecture across networks
  Answer:
",computed_now,,"After a data breach, the security team's immediate focus is typically on **isolating compromised systems and revoking access** to prevent further damage, contain the breach",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-43.117759704589844,-5.3897199630737305,8,-44.60746765136719,-5.575933456420898,8,-1.4897079467773438,-0.18621349334716797,0.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,3,The fire chief's directive emphasizes, (B) evacuating residents and containing the blaze, (A) updating building codes and fire prevention programs,"The fire chief's directive emphasizes
Options:
  updating building codes and fire prevention programs
  evacuating residents and containing the blaze
  Answer:
",computed_now,,"The fire chief's directive emphasizes **evacuating residents and containing the blaze**. 

**Answer:** evacuating residents and containing the blaze.",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-42.421905517578125,-5.302738189697266,8,-39.35939025878906,-5.622770309448242,7,3.0625152587890625,-0.32003211975097656,0.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,4,"During economic turbulence, the CFO recommends", (A) freezing expenditures and preserving cash reserves, (B) diversifying revenue streams and reducing dependencies,"During economic turbulence, the CFO recommends
Options:
  freezing expenditures and preserving cash reserves
  diversifying revenue streams and reducing dependencies
  Answer:
",computed_now,,"During economic turbulence, the CFO would most likely recommend:

**freezing expenditures and preserving cash reserves**

This option is typically the most prudent action during economic uncertainty,",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-38.49726486206055,-5.499609470367432,7,-35.93674087524414,-4.492092609405518,8,2.5605239868164062,1.007516860961914,1.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,5,The emergency response coordinator prioritizes, (B) deploying rescue teams to affected areas, (A) establishing early warning systems and shelters,"The emergency response coordinator prioritizes
Options:
  establishing early warning systems and shelters
  deploying rescue teams to affected areas
  Answer:
",computed_now,,"The emergency response coordinator prioritizes **deploying rescue teams to affected areas**.

**Answer:** deploying rescue teams to affected areas.",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-41.8828125,-5.983259201049805,7,-40.9140625,-5.8448662757873535,7,0.96875,0.13839292526245117,1.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,6,"When the supply chain breaks, management chooses", (A) finding alternative suppliers for critical components, (B) building redundant supplier networks and local capacity,"When the supply chain breaks, management chooses
Options:
  finding alternative suppliers for critical components
  building redundant supplier networks and local capacity
  Answer:
",computed_now,,"When the supply chain breaks, management typically chooses:

**Finding alternative suppliers for critical components**  
**Building redundant supplier networks and local capacity**

Both options are valid",B,choose_long_term,literal_exact_stripped,False,3506.0,3507.0,-46.068363189697266,-7.678060531616211,6,-45.223655700683594,-6.460522651672363,7,0.8447074890136719,1.2175378799438477,1.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,7,The IT director's incident response involves, (B) rolling back changes and restoring service availability, (A) implementing automated testing and deployment safeguards,"The IT director's incident response involves
Options:
  implementing automated testing and deployment safeguards
  rolling back changes and restoring service availability
  Answer:
",computed_now,,"The IT director's incident response involves:

**rolling back changes and restoring service availability**

**Answer:**  
**rolling back changes and restoring service availability**",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-48.776859283447266,-6.968122959136963,7,-46.203147888183594,-6.600450038909912,7,2.573711395263672,0.3676729202270508,1.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,8,"After the product recall, the quality team targets", (A) identifying and removing defective units from circulation, (B) redesigning quality control processes and supplier audits,"After the product recall, the quality team targets
Options:
  identifying and removing defective units from circulation
  redesigning quality control processes and supplier audits
  Answer:
",computed_now,,"After a product recall, the quality team's primary focus is typically to **identify and remove defective units from circulation**. This is the immediate action needed to ensure",A,choose_immediate,literal_anchor_match,False,1001.0,0.0,-41.80485916137695,-5.225607395172119,8,-44.027732849121094,-4.891970157623291,9,-2.2228736877441406,0.3336372375488281,1.0
implicit_full,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,9,The school principal's response to the incident involves, (B) ensuring student safety and communicating with parents, (A) revising safety protocols and staff training programs,"The school principal's response to the incident involves
Options:
  revising safety protocols and staff training programs
  ensuring student safety and communicating with parents
  Answer:
",computed_now,,"The school principal's response to the incident involves:

**ensuring student safety and communicating with parents**

This option directly addresses the immediate concerns of student safety and transparency",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-38.585941314697266,-4.823242664337158,8,-39.59581756591797,-4.399535179138184,9,-1.0098762512207031,0.4237074851989746,1.0
