depth,probe,ctx_tokens,fill,gold,pred,correct,parsed,response_chars,system_share,system_tokens,system_enrichment,mean_entropy,has_answer,has_supporting,n_symptoms,grounded_fraction,fully_compliant,response
0,0,412,0.1006,A,A,True,True,392,0.21984906796992432,48,1.887037833408517,0.4588762558313161,True,True,2,0.5,True,"ANSWER: A
SUPPORTING: pain in the chest; shortness of breath
The patient reports sharp, sickening, and scary pain in the side of the chest, which radiates to the biceps and thoracic spine, along with significant shortness of breath. These symptoms, combined with a history of high cholesterol, smoking, and a family history of cardiovascular disease, strongly suggest a possible NSTEMI/STEMI."
0,1,278,0.0679,D,B,False,True,268,0.2298134066370901,48,1.3310026467731468,0.3276335828920277,True,True,2,0.0,True,"ANSWER: B
SUPPORTING: Acute COPD exacerbation; cough producing colored or more abundant sputum
The patient has a history of COPD and is currently experiencing a cough with colored or more abundant sputum, which are common symptoms during an acute exacerbation of COPD."
0,2,537,0.1311,A,A,True,True,284,0.2153134528049932,48,2.4088192532558614,0.3860585056701805,True,True,2,0.5,True,"ANSWER: A
SUPPORTING: Anaphylaxis; Severe food allergy
The patient has symptoms consistent with anaphylaxis, including shortness of breath, dizziness, rash, and swelling, along with a known severe food allergy. These findings strongly support anaphylaxis as the most likely diagnosis."
0,3,331,0.0808,D,D,True,True,337,0.22551456723876223,48,1.5551108699172977,0.5055981109944665,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: Pericarditis; Pain increased with deep breathing
The patient's history of having had pericarditis and the presence of sharp, localized chest pain that worsens with deep breathing are strong indicators of pericarditis. Additionally, the symptom of pain increasing with deep breaths is a classic sign of pericarditis."
0,4,497,0.1213,C,C,True,True,385,0.21820718449768345,48,2.2593535561530973,0.5256367315024469,True,True,2,0.5,True,"ANSWER: C
SUPPORTING: HIV (initial infection); diffuse (widespread) muscle pain
The patient has symptoms and risk factors strongly indicative of early HIV infection, including diffuse muscle pain, swollen or painful lymph nodes, fever, and a history of sexual intercourse with an HIV-positive partner. These findings align closely with the clinical presentation of acute HIV infection."
0,5,315,0.0769,E,C,False,True,412,0.22345417828357186,48,1.4664180449859403,0.6613161774263016,True,True,2,0.0,True,"ANSWER: C
SUPPORTING: Atrial fibrillation; dizziness
Two findings that support this diagnosis include the patient's report of palpitations and feeling dizzy or lightheaded, which are common symptoms of atrial fibrillation. The presence of chest pain, though not directly related to atrial fibrillation, can sometimes be associated with it, especially if the pain is due to reduced blood flow to the heart muscle."
0,6,285,0.0696,C,C,True,True,256,0.22769262967989054,48,1.35192498872435,0.32195920706391273,True,True,2,0.0,True,"ANSWER: C
SUPPORTING: Bronchodilator use; Asthma history
The patient has a history of asthma, has used a bronchodilator, and has had multiple asthma attacks in the past year, which strongly supports a diagnosis of bronchospasm or acute asthma exacerbation."
0,7,369,0.0901,A,B,False,True,322,0.22238313461775142,48,1.7095703473739639,0.6479206948293914,True,True,2,0.0,True,"ANSWER: B
SUPPORTING: Cluster headache; pain intensity
The patient's symptoms of sharp, burning pain localized to the cheek and eye areas, along with the intensity of the pain (3 on a scale), are characteristic of cluster headaches. Additionally, the rapid onset of the pain (4 on a scale) further supports this diagnosis."
0,8,310,0.0757,D,D,True,True,367,0.2222717354656596,48,1.4355049582157182,0.374379892031667,True,True,2,0.5,True,"ANSWER: D
SUPPORTING: URTI; nasal congestion or a clear runny nose
The patient's symptoms of a clear runny nose and nasal congestion, along with the presence of a cough, suggest an Upper Respiratory Tract Infection (URTI). Additionally, the patient lives with multiple people and is exposed to secondhand smoke, which can increase the likelihood of developing a URTI."
0,9,364,0.0889,C,C,True,True,382,0.22265772727194572,48,1.6884877651455883,0.37020761592495793,True,True,2,1.0,True,"ANSWER: C
SUPPORTING: Pericarditis; Palpitations
The patient has a history of pericarditis and is experiencing chest pain that is sharp, located in the lower and upper chest, and increases with deep breaths, which are classic symptoms of pericarditis. Additionally, the patient reports palpitations, which can be associated with pericarditis due to inflammation affecting the heart."
